qid,structural,semantic,program_depth,question,gt_answer,blip_answer,mismatch_label,vilt_answer,vilt_correct
12806974,query,rel,4,What type of fast food is on the white plate?,fries,french fries and sandwich,blip_superset,sandwich,False
08875255,query,rel,3,What vehicle is to the right of the parking meter?,car,red car,blip_superset,car,True
02871132,query,rel,3,What does the woman wear?,shirt,red shirt,blip_superset,clothes,False
02871130,query,rel,4,What does the woman to the left of the people wear?,shirt,white shirt,blip_superset,shirt,True
181056091,query,rel,3,What kind of device is to the right of the saucer?,phone,telephone,blip_superset,phone,True
11737410,query,rel,4,What is the man behind the couch wearing?,shirt,t shirt,blip_superset,clothes,False
11142491,query,rel,4,What is the food on the white plate?,sandwich,breakfast sandwich,blip_superset,sandwich,True
00364759,query,rel,4,What is under the food with the icing?,paper,wax paper,blip_superset,donut,False
071013206,query,rel,3,Who is wearing a helmet?,man,man on elephant,blip_superset,man,True
16807755,query,rel,3,What's the player hitting?,ball,tennis ball,blip_superset,tennis ball,False
16807774,query,rel,3,Who is wearing a head band?,player,tennis player,blip_superset,tennis player,False
16807766,query,rel,3,Who is holding the racket?,player,tennis player,blip_superset,man,False
16807781,query,rel,3,Who is wearing the shorts?,player,tennis player,blip_superset,man,False
16807751,query,rel,4,Who is hitting the ball in the bottom part of the photo?,player,tennis player,blip_superset,tennis player,False
16807768,query,rel,4,What is the male person holding?,racket,tennis racket,blip_superset,tennis racket,False
07570553,query,rel,4,The lady to the left of the table wears what?,shirt,black shirt,blip_superset,glasses,False
071027073,query,rel,3,What's on the plate?,broccoli,broccoli rice and beans,blip_superset,broccoli,True
071027072,query,rel,4,What is on the full plate?,broccoli,rice broccoli and beans,blip_superset,broccoli,True
00267581,query,rel,3,Who is wearing the crown?,girl,girl on right,blip_superset,girl,True
00942557,query,rel,3,Who is wearing a shoe?,player,player in blue,blip_superset,player,True
00942694,query,rel,3,Who do you think is wearing a wrist band?,player,player in blue,blip_superset,no,False
00942555,query,rel,3,Who is wearing a uniform?,player,soccer players,blip_superset,no 1,False
161036854,query,rel,4,What is the name of the device on top of the empty desk?,phone,telephone,blip_superset,phone,True
09654141,query,rel,3,Who is wearing the sandal?,man,woman,blip_superset,woman,False
07287914,query,rel,4,What does the man to the right of the backpack wear?,shirt,black shirt,blip_superset,clothes,False
14172761,query,rel,4,What is the man to the left of the woman wearing?,shirt,red shirt,blip_superset,coat,False
051033185,query,rel,3,What does the player hold?,racket,tennis racket,blip_superset,tennis racket,False
051033173,query,rel,4,The player that is playing is hitting what?,ball,tennis ball,blip_superset,tennis ball,False
02881088,query,rel,4,What are the items of furniture that the blue books are sitting on?,shelves,bookshelves,blip_superset,shelf,False
02881145,query,rel,3,What are the items of furniture to the left of the kite?,shelves,bookshelves,blip_superset,books,False
06746814,query,rel,3,Who is wearing a coat?,man,woman,blip_superset,woman,False
09120253,query,rel,4,What do you think is in front of the post made of metal?,sign,stop sign,blip_superset,stop sign,False
1235484,query,rel,3,Where is the man?,snow,on snowboard,blip_superset,snow,True
14298201,query,rel,3,What device is to the right of the couch?,wii,wii remote,blip_superset,tv,False
14298200,query,rel,4,What is the name of the device to the right of the couch that is to the right of the remote?,wii,wii remote,blip_superset,tv,False
00147588,query,rel,3,Who is wearing the bag?,man,woman,blip_superset,man,True
06103317,query,rel,4,What is the vehicle in front of the fence on the left?,truck,food truck,blip_superset,bike,False
06717867,query,rel,3,Who is wearing a shirt?,man,man on right,blip_superset,man,True
08516658,query,rel,3,What is in front of the tree?,cage,bird cage,blip_superset,cage,True
08516657,query,rel,4,What is in front of the brown tree?,cage,bird cage,blip_superset,bird,False
08516617,query,rel,3,What is on the hook?,cage,bird cages,blip_superset,birds,False
08516618,query,rel,3,What's on the hook?,cage,bird cages,blip_superset,birds,False
11789320,query,rel,3,What is the boy wearing?,shorts,t shirt and shorts,blip_superset,shorts,True
00656024,query,rel,4,What is the man to the right of the oranges wearing?,jeans,blue jeans,blip_superset,jacket,False
13907667,query,rel,4,What is the person that is to the right of the glasses holding?,wine,wine glass,blip_superset,glass,False
13907668,query,rel,3,What is the waiter holding?,wine,wine glass,blip_superset,wine,True
13907684,query,rel,4,What is the person to the right of the glasses holding?,wine,wine glass,blip_superset,glass,False
05304506,query,rel,4,What is the man that is playing wearing?,shorts,black shirt and black shorts,blip_superset,shorts,True
05304432,query,rel,3,What's the player serving?,ball,tennis ball,blip_superset,tennis ball,False
05304521,query,rel,4,The man that is playing is hitting what?,ball,tennis ball,blip_superset,tennis ball,False
05304918,query,rel,3,What vegetables are to the left of the fork?,cucumbers,cucumbers carrots and celery,blip_superset,cucumber,False
03298037,query,rel,4,What type of furniture is to the left of the vase the flowers are in?,chair,wicker chair,blip_superset,bed,False
06327649,query,rel,3,What is the man wearing?,suit,wetsuit,blip_superset,wetsuit,False
12268138,query,rel,4,Who is holding the racket that looks black?,boy,boy on right,blip_superset,boy,True
12268187,query,rel,4,Who is holding the racket on the right of the photo?,boy,boy in blue shirt,blip_superset,boy,True
12268153,query,rel,3,Who is wearing shorts?,boy,two boys,blip_superset,boys,False
12268142,query,rel,3,Who is wearing a hat?,boy,boy in back,blip_superset,boy,True
09139158,query,rel,3,What is the tree in front of?,tower,clock tower,blip_superset,clock tower,False
011027205,query,rel,3,What does the man hold?,racket,tennis racket,blip_superset,tennis racket,False
09300438,query,rel,3,What is in the pocket that is shown in the photo?,ball,tennis ball,blip_superset,ball,True
13539366,query,rel,4,What does the person in front of the building look at?,ball,tennis ball,blip_superset,tennis ball,False
00362338,query,rel,3,What kind of furniture is on the pier?,chair,chair and chair,blip_superset,chair,True
00362289,query,rel,3,Which kind of furniture is on the dock?,chair,chair and table,blip_superset,chair,True
00362288,query,rel,3,What kind of furniture is on the dock?,chair,chair and chair,blip_superset,chair,True
03567357,query,rel,3,What is the man wearing?,tie,shirt and tie,blip_superset,tie,True
12985015,query,rel,3,What aircraft is in the air?,jet,fighter jet,blip_superset,jet,True
12985122,query,rel,3,What is the child holding?,racket,tennis racket,blip_superset,tennis racket,False
12985364,query,rel,3,What is on the racket?,ball,tennis ball,blip_superset,ball,True
14267172,query,rel,3,What is the guy wearing?,shorts,t shirt and shorts,blip_superset,shorts,True
14267173,query,rel,3,What's the guy wearing?,shorts,t shirt and shorts,blip_superset,shorts,True
08209505,query,rel,3,What's the man holding?,racket,tennis racket,blip_superset,tennis racket,False
08209472,query,rel,3,What is the guy holding?,racket,tennis racket,blip_superset,tennis racket,False
09526781,query,rel,3,What is the coach holding?,racket,tennis racket,blip_superset,tennis racket,False
09526754,query,rel,4,What does the man to the right of the coach hold?,racket,tennis racket,blip_superset,tennis racket,False
09526805,query,rel,3,Who do you think is wearing a wristband?,man,man in blue,blip_superset,man on right,False
05749562,query,rel,3,What does the girl wear?,shirt,white shirt,blip_superset,shirt,True
04813431,query,rel,3,What is the sushi on?,plate,white plate,blip_superset,plate,True
10331347,query,rel,4,What do you think is the item of furniture that is to the left of the screen on the right?,shelf,bookshelf,blip_superset,dresser,False
07355023,query,rel,3,What does she wear?,jeans,tank top and jeans,blip_superset,jeans,True
19191723,query,rel,3,What item of furniture is to the left of the chair?,cabinet,file cabinet,blip_superset,desk,False
04920478,query,rel,3,She is holding what?,racket,tennis racket,blip_superset,tennis racket,False
04920479,query,rel,3,What is the woman holding?,racket,tennis racket,blip_superset,tennis racket,False
04920457,query,rel,3,What is the woman wearing?,jeans,jeans and t shirt,blip_superset,clothes,False
04920454,query,rel,4,What is the woman to the left of the racket wearing?,jeans,jeans and t shirt,blip_superset,hat,False
03267635,query,rel,4,What is the man to the left of the people wearing?,jacket,orange jacket,blip_superset,coat,False
03267543,query,rel,4,What is the person to the right of the skis wearing?,jacket,orange jacket,blip_superset,coat,False
121017115,query,rel,3,Who is on the bear?,boy,boy and girl,blip_superset,boy,True
091003750,query,rel,3,Who is wearing shoes?,player,tennis player,blip_superset,tennis player,False
091003747,query,rel,3,Who is wearing the shorts?,player,tennis player,blip_superset,man,False
091003742,query,rel,3,Who is wearing a wristband?,player,tennis player,blip_superset,tennis player,False
091003736,query,rel,3,What does the player serve?,ball,tennis ball,blip_superset,tennis,False
091003735,query,rel,3,The player serves what?,ball,tennis ball,blip_superset,ball,True
00397850,query,rel,3,What is the net around of?,field,baseball field,blip_superset,home plate,False
00397766,query,rel,3,Who is playing on the dirt?,player,baseball players,blip_superset,players,False
19700438,query,rel,3,Who is carrying the bag?,man,woman,blip_superset,man,True
19455037,query,rel,3,What is the cat looking at?,glass,wine glass,blip_superset,glass,True
19455036,query,rel,3,What is that cat looking at?,glass,wine glass,blip_superset,wine glass,False
15959820,query,rel,3,What's the man reaching for?,ball,tennis ball,blip_superset,tennis ball,False
15959801,query,rel,3,What is the man throwing?,ball,tennis ball,blip_superset,tennis ball,False
01876780,query,rel,3,What animal is the mustard on?,dog,hot dog,blip_superset,hot dog,False
01876835,query,rel,3,What animal is on the paper?,dog,hot dog,blip_superset,hot dog,False
18986603,query,rel,3,What is on the plate?,bacon,eggs bacon hash browns,blip_superset,food,False
18986604,query,rel,3,What's on the plate?,bacon,eggs bacon hash browns,blip_superset,food,False
091055143,query,rel,3,What is on the table?,glass,wine glasses,blip_superset,wine,False
091055144,query,rel,3,What's on the table?,glass,wine glasses,blip_superset,wine,False
161071146,query,rel,4,What is the person with the hat carrying?,stick,walking stick,blip_superset,cane,False
06235424,query,rel,3,What are the spectators watching?,game,baseball game,blip_superset,baseball,False
10125461,query,rel,3,Who is wearing glasses?,man,man on right,blip_superset,man on left,False
01152309,query,rel,3,Which kind of fruit is on the plate?,orange,oranges and lemons,blip_superset,orange,True
01152305,query,rel,3,What kind of fruit is in the plate?,orange,oranges and lemons,blip_superset,oranges,False
01152258,query,rel,3,What fruit is on the plate?,orange,oranges and lemons,blip_superset,oranges,False
01152253,query,rel,3,What fruit is in the plate?,orange,oranges and lemons,blip_superset,oranges,False
01152220,query,rel,3,Which kind of fruit is in the plate?,orange,oranges and lemons,blip_superset,oranges,False
0348105,query,rel,3,What fruit is on the plate?,grape,apples grapes peaches,blip_superset,apple,False
0348104,query,rel,3,What is the fruit that is on the plate?,grape,apples grapes peaches,blip_superset,apple,False
0348061,query,rel,3,Which kind of fruit is on the plate?,apple,apples grapes peaches,blip_superset,apple,True
0348011,query,rel,4,What is the fruit on the white plate?,apple,apples grapes peaches,blip_superset,apple,True
0347880,query,rel,4,What is the fruit on the full plate?,grape,apples grapes peaches,blip_superset,apple,False
0348141,query,rel,4,What kind of fruit is on the full plate?,grape,apples grapes peaches,blip_superset,apple,False
13847184,query,rel,3,What's the girl wearing?,shirt,red shirt,blip_superset,jeans,False
13917596,query,rel,4,What fruits are on the plate near the newspaper?,oranges,apples and oranges,blip_superset,apples,False
13917597,query,rel,3,What fruits are on the plate?,oranges,apples and oranges,blip_superset,apples,False
13917584,query,rel,4,What is the fruit on the white plate?,orange,apple and orange,blip_superset,apple,False
13917538,query,rel,3,Which kind of fruit is on the plate?,apple,apple and orange,blip_superset,apple,True
01386968,query,rel,4,Who is in front of the white wall?,woman,man and woman,blip_superset,man,False
01476411,query,rel,3,What's the bird standing on?,wire,barbed wire,blip_superset,wire,True
01476422,query,rel,3,What's the bird perched on?,wire,barbed wire,blip_superset,wire,True
01476419,query,rel,3,What is the bird perched on?,wire,barbed wire,blip_superset,wire,True
01476410,query,rel,4,What is the blue bird standing on?,wire,barbed wire,blip_superset,wire,True
18225310,query,rel,3,Who is on the couch?,woman,man and woman,blip_superset,woman,True
18225363,query,rel,3,Who is wearing the necklace?,man,woman,blip_superset,woman,False
09142906,query,rel,3,What's the man hitting?,ball,tennis ball,blip_superset,tennis ball,False
09142868,query,rel,4,Who is in front of the person in the top of the photo?,man,woman,blip_superset,woman,False
01583013,query,rel,3,What is the girl wearing?,dress,wedding dress,blip_superset,dress,True
12741483,query,rel,3,Who is using the cell phone?,man,woman,blip_superset,woman,False
01163217,query,rel,4,What is the man that is to the right of the shelf wearing?,shirt,t shirt,blip_superset,shirt,True
18503614,query,rel,3,Who is wearing a collar?,man,man on right,blip_superset,man,True
06647395,query,rel,4,What is the person that is to the right of the man wearing?,shirt,blue shirt,blip_superset,dress,False
06647396,query,rel,3,What is the woman wearing?,shirt,blue shirt,blip_superset,dress,False
05325771,query,rel,4,What is the man to the right of the person wearing?,shirt,red shirt,blip_superset,shirt,True
15877343,query,rel,3,What is the man wearing?,ski,ski clothes,blip_superset,snowsuit,False
03165276,query,rel,4,Who is on the lit sign?,player,baseball player,blip_superset,hot dog,False
13659176,query,rel,4,The man to the right of the car is wearing what?,jacket,black jacket,blip_superset,jacket,True
13659298,query,rel,4,What kind of vehicle is to the right of the man that is wearing a coat?,suv,black suv,blip_superset,car,False
13659131,query,rel,4,What is the man on the sidewalk wearing?,jacket,black jacket,blip_superset,jeans,False
13659115,query,rel,4,What is the child on the sidewalk wearing?,jacket,blue jacket,blip_superset,jeans,False
16907656,query,rel,3,Who wears the socks?,player,tennis player,blip_superset,tennis player,False
16907650,query,rel,3,Who is wearing the shorts?,player,tennis player,blip_superset,tennis player,False
16907638,query,rel,3,Who is holding the racket?,player,tennis player,blip_superset,man,False
16907637,query,rel,4,Who is holding the racket that looks black?,player,tennis player,blip_superset,man,False
16907631,query,rel,3,Who is wearing a shirt?,player,tennis player,blip_superset,man,False
16907632,query,rel,3,Who is wearing the shirt?,player,tennis player,blip_superset,tennis player,False
16907649,query,rel,3,Who is wearing shorts?,player,tennis player,blip_superset,tennis player,False
16907669,query,rel,3,Who is wearing shoes?,player,tennis player,blip_superset,tennis player,False
01801980,query,rel,3,Who is in front of the tent?,people,group of people,blip_superset,people,True
15310939,query,rel,3,Who is wearing the dress?,girl,girl on left,blip_superset,woman,False
15310926,query,rel,4,What does the girl to the right of the man hold?,controller,wii controller,blip_superset,wii remote,False
15310954,query,rel,3,Who is wearing pants?,girl,girl on left,blip_superset,woman,False
15310955,query,rel,3,Who is wearing the pants?,girl,girl on left,blip_superset,woman,False
15311128,query,rel,3,Which kind of furniture is holding the games?,shelf,bookshelf,blip_superset,table,False
171046139,query,rel,4,What is the vehicle that is the same color as the container to the right of the woman called?,truck,food truck,blip_superset,food truck,False
05794971,query,rel,3,What's the man making?,pot,clay pot,blip_superset,pottery,False
05794970,query,rel,3,What is he making?,pot,clay pot,blip_superset,pottery,False
13243298,query,rel,4,What is the person to the left of the man holding?,pole,ski poles,blip_superset,ski poles,False
13243409,query,rel,4,What is the old man holding?,pole,ski poles,blip_superset,umbrella,False
01423246,query,rel,3,What's the boy holding?,racket,tennis racket,blip_superset,tennis racket,False
01422961,query,rel,3,What does the racket hit?,ball,tennis ball,blip_superset,ball,True
01422882,query,rel,3,What is this woman holding?,racket,tennis racket,blip_superset,tennis racket,False
07861850,query,rel,3,What does the woman wear?,jeans,jeans and shirt,blip_superset,jeans,True
07861849,query,rel,4,What does the person on the beach wear?,jeans,jeans and t shirt,blip_superset,jacket,False
04917612,query,rel,3,Where is the man?,field,baseball field,blip_superset,baseball field,False
04917611,query,rel,3,The man is where?,field,baseball field,blip_superset,baseball field,False
0727716,query,rel,3,What is he throwing?,ball,baseball,blip_superset,baseball,False
14732795,query,rel,3,What's the woman holding?,pole,ski poles,blip_superset,ski poles,False
14732794,query,rel,4,The person to the left of the boy is holding what?,pole,ski poles,blip_superset,ski poles,False
14732815,query,rel,4,The person that is to the left of the boy is holding what?,pole,ski poles,blip_superset,ski poles,False
14732641,query,rel,4,What is the boy to the right of the woman wearing?,jacket,blue jacket,blip_superset,jacket,True
17626808,query,rel,4,What is the man to the right of the chair holding?,racket,tennis racket,blip_superset,tennis racket,False
11138735,query,rel,3,Who is on the field?,player,baseball players,blip_superset,players,False
00593280,query,rel,3,What is the man holding?,racket,tennis racket,blip_superset,tennis racket,False
01111615,query,rel,4,What is the male person reaching for?,ball,tennis ball,blip_superset,ball,True
01111613,query,rel,3,Who is reaching for the ball?,player,tennis player,blip_superset,man,False
01111605,query,rel,3,What is the player hitting?,ball,tennis ball,blip_superset,tennis ball,False
01111596,query,rel,3,Who is wearing the shirt?,player,tennis player,blip_superset,tennis player,False
01111595,query,rel,3,Who is wearing a shirt?,player,tennis player,blip_superset,man,False
18182300,query,rel,4,What is hanging on the appliance that is to the left of the microwave oven?,paper,paper towels,blip_superset,towel,False
18182484,query,rel,3,What is located on top of the stove?,pot,teapot,blip_superset,kettle,False
19718136,query,rel,3,What kind of vehicle is the jeep behind of?,car,no car,blip_superset,car,True
19718278,query,rel,3,Which kind of vehicle is in front of the jeep?,car,no car,blip_superset,car,True
07603577,query,rel,3,The table is in what?,bed,bedroom,blip_superset,bedroom,False
17150530,query,rel,3,Who is wearing the coat?,man,woman,blip_superset,woman,False
13962901,query,rel,4,What is the person that is jumping wearing?,shirt,purple shirt and shorts,blip_superset,shorts,False
04622649,query,rel,4,What is the female person holding?,racket,tennis racket,blip_superset,tennis racket,False
13713154,query,rel,4,What vehicle is to the right of the person that is driving on the street?,car,blue car,blip_superset,bus,False
13713284,query,rel,4,What is the vehicle that is to the right of the man that drives on the street?,car,blue car,blip_superset,bus,False
07195267,query,rel,3,Which kind of fruit is on the table?,orange,apple pear orange,blip_superset,orange,True
041002372,query,rel,3,What is the man holding?,racket,tennis racket,blip_superset,tennis racket,False
18175281,query,rel,3,Who is holding the sword?,man,woman,blip_superset,man,True
18812591,query,rel,3,What is the Mickey mouse holding?,phone,cell phone,blip_superset,phone,True
18812594,query,rel,3,Which kind of device is the Mickey mouse holding?,phone,cell phone,blip_superset,phone,True
09535830,query,rel,4,What is the person to the right of the kid wearing?,jacket,red jacket,blip_superset,jacket,True
04256189,query,rel,5,Above what does the street sign that is white and green hang?,street,street signs,blip_superset,light,False
198841,query,rel,4,What is the girl to the right of the skateboard wearing?,shorts,tank top and shorts,blip_superset,shorts,True
19474896,query,rel,3,What is the girl holding?,pole,ski poles,blip_superset,ski poles,False
09892525,query,rel,3,What's the family wearing?,shirt,t shirts,blip_superset,shirt,True
09482313,query,rel,3,Who is wearing eyeglasses?,men,both men,blip_superset,men,True
08832519,query,rel,4,Who is standing by the van that is parked on the road?,man,woman,blip_superset,man,True
05404175,query,rel,4,What is the person who is to the left of the woman holding?,racket,tennis racket,blip_superset,racket,True
02674636,query,rel,4,What drink is to the right of the bowl that is of the soup?,juice,orange juice,blip_superset,tea,False
03318411,query,rel,4,What is the man on top of the bleachers wearing?,glasses,sunglasses,blip_superset,sunglasses,False
02718017,query,rel,3,What is the woman wearing?,jacket,red jacket,blip_superset,coat,False
02718016,query,rel,4,What is the person that is to the left of the child wearing?,jacket,red jacket,blip_superset,skis,False
1293756,query,rel,3,Who is wearing the hat?,man,man on left,blip_superset,man,True
1293746,query,rel,4,Who is holding the device on the right?,man,man in white shirt,blip_superset,man,True
1293783,query,rel,4,The man to the left of the remote is wearing what?,jeans,blue jeans,blip_superset,sunglasses,False
05262889,query,rel,3,Who is wearing glasses?,man,man on left,blip_superset,man,True
05263033,query,rel,3,Who is wearing a ring?,man,man in middle,blip_superset,man,True
02542792,query,rel,4,The person on the skateboard is wearing what?,shirt,t shirt,blip_superset,nothing,False
13708483,query,rel,4,Who holds the utensil in the bottom part of the image?,man,woman,blip_superset,man,True
12845998,query,rel,3,Where is the motorcycle?,road,on dirt road,blip_superset,road,True
08244184,query,rel,3,What vegetables are on the plate?,beans,green beans,blip_superset,green beans,False
17394605,query,rel,4,What is the woman with the camera wearing?,jacket,red jacket,blip_superset,jacket,True
17395015,query,rel,3,Who is wearing a coat?,man,woman,blip_superset,man,True
19834127,query,rel,3,What device is the girl holding?,phone,cell phone,blip_superset,phone,True
03101207,query,rel,3,What do you think is the woman holding?,pole,ski pole,blip_superset,ski poles,False
03101211,query,rel,3,What's the woman holding?,pole,ski poles,blip_superset,ski poles,False
12962893,query,rel,3,What is in front of the car?,fence,blue fence,blip_superset,net,False
12962787,query,rel,3,What flies in the air?,ball,tennis ball,blip_superset,tennis ball,False
12962674,query,rel,3,What is the man hitting?,ball,tennis ball,blip_superset,tennis ball,False
12951493,query,rel,3,Who is wearing a shirt?,woman,man and woman,blip_superset,man,False
19757751,query,rel,4,What is pulled by the person that is walking towards the plane?,cart,luggage cart,blip_superset,cart,True
19486857,query,rel,3,What is the woman in front of?,statue,ronald mcdonald statue,blip_superset,camera,False
02711386,query,rel,3,What type of vegetable is on the counter?,peppers,green peppers,blip_superset,peppers,True
02711387,query,rel,3,Which kind of vegetable is on the counter?,peppers,green peppers,blip_superset,peppers,True
12605052,query,rel,3,What is the logo on?,motorcycle,police motorcycle,blip_superset,motorcycle,True
12605051,query,rel,3,What is that logo on?,motorcycle,police motorcycle,blip_superset,police,False
03674193,query,rel,3,What's the tag hanging from?,collar,cat ' s collar,blip_superset,chain,False
10824629,query,rel,4,What does the person to the right of the tennis racket hit?,ball,tennis ball,blip_superset,tennis ball,False
10824686,query,rel,3,What is the lady holding?,racket,tennis racket,blip_superset,tennis racket,False
10824684,query,rel,4,What is the person to the right of the fence holding?,racket,tennis racket,blip_superset,tennis racket,False
10824590,query,rel,4,What is the person that is jumping holding?,racket,tennis racket,blip_superset,tennis racket,False
02247623,query,rel,3,Who is in front of the building?,people,crowd of people,blip_superset,people,True
11985527,query,rel,4,The woman to the left of the bottle is holding what?,glass,wine glass,blip_superset,glass,True
01384467,query,rel,3,What's lying on the rocks?,hose,water hose,blip_superset,water,False
01695399,query,rel,4,What is the device that the guy to the right of the lamp is holding?,controller,wii controller,blip_superset,wii remote,False
01695398,query,rel,4,The guy to the right of the lamp is holding what?,controller,wii controller,blip_superset,wii remote,False
01695364,query,rel,4,What is the happy guy holding?,controller,wii controller,blip_superset,wii remote,False
05899788,query,rel,3,What is underneath the cat?,towel,paper towel,blip_superset,desk,False
02452085,query,rel,3,Which kind of furniture is to the right of the heater?,shelf,bookshelf,blip_superset,bookshelf,False
10345685,query,rel,3,What is the woman holding?,racket,tennis racket,blip_superset,tennis racket,False
10345684,query,rel,4,What is the laughing person holding?,racket,tennis racket,blip_superset,tennis racket,False
10345676,query,rel,3,What's the woman about to hit?,ball,tennis ball,blip_superset,tennis ball,False
10345698,query,rel,4,The laughing person hits what?,ball,tennis ball,blip_superset,tennis ball,False
10345699,query,rel,3,What does the woman hit?,ball,tennis ball,blip_superset,tennis ball,False
10345674,query,rel,4,What is the woman behind the net about to hit?,ball,tennis ball,blip_superset,tennis ball,False
19560828,query,rel,3,Which kind of aircraft is in the sky?,jet,fighter jets,blip_superset,jet,True
09175026,query,rel,3,What is the man hitting?,ball,tennis ball,blip_superset,tennis ball,False
14305088,query,rel,4,What is the person that is eating wearing?,shirt,t shirt,blip_superset,shirt,True
03202936,query,rel,4,What is located on top of the white phone?,logo,apple logo,blip_superset,picture,False
03202951,query,rel,3,What device is the person typing on?,phone,iphone,blip_superset,phone,True
03202949,query,rel,3,What is the person typing on?,phone,iphone,blip_superset,phone,True
0280643,query,rel,3,What is the man wearing?,suit,wetsuit,blip_superset,wetsuit,False
0280641,query,rel,4,What is the man above the ocean wearing?,suit,wetsuit,blip_superset,wetsuit,False
161016424,query,rel,4,What do you think does the person near the net hold?,racket,tennis racket,blip_superset,tennis racket,False
161016443,query,rel,3,What's the boy reaching for?,ball,tennis ball,blip_superset,tennis ball,False
09172888,query,rel,3,Who is wearing a shirt?,man,woman,blip_superset,woman,False
09172890,query,rel,4,What is the man that is to the left of the bike wearing?,shirt,white shirt,blip_superset,clothes,False
18464194,query,rel,3,What is this man wearing?,tie,shirt and tie,blip_superset,tie,True
15435226,query,rel,4,What is the girl that is not old wearing?,jacket,blue jacket,blip_superset,jacket,True
08522273,query,rel,3,What is riding on the wall?,skateboard,skateboarder,blip_superset,skateboard,True
00111401,query,rel,3,Who is wearing a dress?,man,woman,blip_superset,woman,False
00111402,query,rel,3,Who is wearing the dress?,man,woman,blip_superset,woman,False
02454719,query,rel,4,What is the person to the left of the pillow wearing?,shirt,pink shirt,blip_superset,shirt,True
01613261,query,rel,3,Who is wearing the shorts?,man,man on right,blip_superset,man,True
021037301,query,rel,4,What type of furniture is on top of the brown sand?,chair,beach chairs,blip_superset,chairs,False
13816473,query,rel,4,Who is standing next to the bus behind the sign?,man,woman,blip_superset,people,False
00760662,query,rel,3,What is the catcher catching?,ball,baseball,blip_superset,ball,True
01307109,query,rel,4,What is the person on the road wearing?,shirt,shirt and shorts,blip_superset,shorts,False
18469919,query,rel,4,What is located on top of the large plate?,fries,burger and fries,blip_superset,food,False
16155349,query,rel,3,How are the pieces of furniture on the beach called?,chairs,beach chairs,blip_superset,chairs,True
16155350,query,rel,3,Which kind of furniture is on the beach?,chairs,beach chairs,blip_superset,chairs,True
08296520,query,rel,3,What's in the glass?,juice,orange juice,blip_superset,orange juice,False
08296519,query,rel,3,What do you think is in the glass?,juice,orange juice,blip_superset,orange juice,False
14869930,query,rel,3,What is the graffiti on?,sign,stop sign,blip_superset,stop sign,False
15600044,query,rel,3,What is the woman holding?,racket,tennis racket,blip_superset,tennis racket,False
06144019,query,rel,4,Who is in front of the white blinds?,girl,girl in green shirt,blip_superset,girl,True
06144171,query,rel,3,Who is wearing a necklace?,girl,girl on right,blip_superset,girl,True
06144026,query,rel,3,Who is wearing trousers?,girl,girl on right,blip_superset,nobody,False
06144076,query,rel,4,Who is in front of the wall that looks green?,girl,girl on right,blip_superset,woman,False
06143885,query,rel,3,What does the player wear?,uniform,white uniform,blip_superset,uniform,True
12624167,query,rel,3,What is in front of the pine trees?,sign,street signs,blip_superset,house,False
12880790,query,rel,3,What vehicles are on the street?,trucks,trucks and motorcycles,blip_superset,motorcycles,False
12880789,query,rel,4,What vehicles are on the gray street?,trucks,trucks and motorcycles,blip_superset,motorcycles,False
101035773,query,rel,3,What is the person throwing?,ball,baseball,blip_superset,baseball,False
101035772,query,rel,3,What is this person throwing?,ball,baseball,blip_superset,baseball,False
16647661,query,rel,3,What kind of device is the woman touching?,phone,cell phone,blip_superset,phone,True
15918446,query,rel,3,What is the man holding?,brush,paint brush,blip_superset,paddle,False
081005700,query,rel,3,Who is wearing the cap?,man,man in red,blip_superset,man,True
081005699,query,rel,3,Who do you think is wearing a cap?,man,man in red,blip_superset,man,True
0513940,query,rel,5,What is on the red kite by the child?,bug,ladybug,blip_superset,skull,False
0513941,query,rel,3,What is on the kite?,bug,ladybug,blip_superset,stripes,False
14354769,query,rel,3,Who is catching the frisbee?,man,man in orange shirt,blip_superset,man,True
07788133,query,rel,3,Who is wearing socks?,boy,boy in red,blip_superset,boy,True
07788134,query,rel,3,Who is wearing the socks?,boy,boy in red,blip_superset,boy,True
07788158,query,rel,3,Who is wearing eye glasses?,boy,boy in yellow shirt,blip_superset,boy,True
07788159,query,rel,3,Who is wearing the eye glasses?,boy,boy in yellow shirt,blip_superset,boy,True
03728748,query,rel,4,What is the device to the right of the glasses the woman is wearing?,controller,wii controller,blip_superset,wii,False
03728605,query,rel,3,Who is wearing a ring?,woman,woman on right,blip_superset,woman,True
0074820,query,rel,3,What is the woman hitting?,ball,tennis ball,blip_superset,tennis ball,False
0074819,query,rel,3,She is hitting what?,ball,tennis ball,blip_superset,tennis ball,False
0074845,query,rel,3,What is the woman holding?,racket,tennis racket,blip_superset,tennis racket,False
031028563,query,rel,3,Who is wearing shorts?,boy,both boys,blip_superset,boy,True
17519892,query,rel,3,What vehicles is that engine pulling?,cars,train cars,blip_superset,train,False
17519893,query,rel,3,What vehicles is the locomotive pulling?,cars,train cars,blip_superset,freight,False
01642729,query,rel,3,Who is eating the fries?,man,man in blue shirt,blip_superset,man,True
14382,query,rel,3,What is the man wearing?,vest,safety vest,blip_superset,clothes,False
06175573,query,rel,3,Who is wearing glasses?,man,man in red,blip_superset,man,True
05862695,query,rel,3,Who is standing in the dugout?,players,baseball players,blip_superset,people,False
